Date,Time,Market Regime,Confidence Score,Transition Threshold Score
2024-01-19,13:10:00,Bullish_Vol_Expansion,0.727,0.719
2024-01-19,13:15:00,Breakout_Mode,0.831,0.459
2024-01-19,13:20:00,Expiry_Pinning,0.823,0.474
2024-01-19,13:25:00,Bullish_Vol_Expansion,0.659,0.634
2024-01-19,13:30:00,Bearish_Vol_Expansion,0.870,0.418
2024-01-19,13:35:00,Bearish_Vol_Expansion,0.678,0.480
2024-01-19,13:40:00,Bearish_Panic,0.733,0.494
2024-01-19,13:45:00,Bearish_Panic,0.658,0.459
2024-01-19,13:50:00,Vol_Crush,0.753,0.436
2024-01-19,13:55:00,Expiry_Pinning,0.761,0.380
2024-01-19,14:00:00,Bullish_Vol_Expansion,0.921,0.730
2024-01-19,14:05:00,Bearish_Panic,0.893,0.717
2024-01-19,14:10:00,Bullish_Linear_Decay,0.736,0.464
2024-01-19,14:15:00,Bullish_Grind,0.847,0.466
2024-01-19,14:20:00,Bearish_Vol_Expansion,0.863,0.698
2024-01-19,14:25:00,Sideways_Low_Vol,0.937,0.545
2024-01-19,14:30:00,Sideways_Violent,0.858,0.685
2024-01-19,14:35:00,Sideways_Decay,0.872,0.417
2024-01-19,14:40:00,Bearish_Vol_Expansion,0.879,0.397
2024-01-19,14:45:00,Vol_Crush,0.794,0.574
2024-01-19,14:50:00,Breakout_Mode,0.859,0.627
2024-01-19,14:55:00,Sideways_Low_Vol,0.937,0.748
2024-01-19,15:00:00,Bullish_Grind,0.789,0.363
2024-01-19,15:05:00,Sideways_Decay,0.948,0.561
2024-01-19,15:10:00,Bullish_Vol_Expansion,0.933,0.556
2024-01-19,15:15:00,Sideways_Decay,0.640,0.564
2024-01-19,15:20:00,Bullish_Vol_Expansion,0.625,0.558
2024-01-19,15:25:00,Expiry_Pinning,0.680,0.608
2024-01-19,15:30:00,Bullish_Grind,0.941,0.667
2024-01-22,09:15:00,Sideways_Low_Vol,0.844,0.440
2024-01-22,09:20:00,Bearish_Vol_Expansion,0.790,0.738
2024-01-22,09:25:00,Sideways_Decay,0.720,0.493
2024-01-22,09:30:00,Sideways_Violent,0.622,0.550
2024-01-22,09:35:00,Bearish_Panic,0.793,0.626
2024-01-22,09:40:00,Bearish_Panic,0.758,0.456
2024-01-22,09:45:00,Sideways_Low_Vol,0.925,0.449
2024-01-22,09:50:00,Sideways_Decay,0.942,0.644
2024-01-22,09:55:00,Bullish_Vol_Expansion,0.723,0.462
2024-01-22,10:00:00,Sideways_Decay,0.610,0.663
2024-01-22,10:05:00,Bearish_Linear_Decay,0.734,0.656
2024-01-22,10:10:00,Bearish_Panic,0.790,0.679
2024-01-22,10:15:00,Bullish_Grind,0.851,0.530
2024-01-22,10:20:00,Bearish_Panic,0.948,0.436
2024-01-22,10:25:00,Sideways_Violent,0.739,0.551
2024-01-22,10:30:00,Bullish_Vol_Expansion,0.701,0.454
2024-01-22,10:35:00,Sideways_Decay,0.634,0.698
2024-01-22,10:40:00,Bearish_Vol_Expansion,0.639,0.427
2024-01-22,10:45:00,Sideways_Decay,0.826,0.657
2024-01-22,10:50:00,Expiry_Pinning,0.804,0.640
2024-01-22,10:55:00,Sideways_Violent,0.790,0.360
2024-01-22,11:00:00,Bearish_Vol_Expansion,0.792,0.434
2024-01-22,11:05:00,Sideways_Violent,0.709,0.407
2024-01-22,11:10:00,Sideways_Low_Vol,0.829,0.671
2024-01-22,11:15:00,Sideways_Low_Vol,0.742,0.642
2024-01-22,11:20:00,Bullish_Vol_Expansion,0.701,0.714
2024-01-22,11:25:00,Bullish_Linear_Decay,0.687,0.397
2024-01-22,11:30:00,Vol_Crush,0.912,0.699
2024-01-22,11:35:00,Bearish_Linear_Decay,0.922,0.492
2024-01-22,11:40:00,Bearish_Panic,0.655,0.485
2024-01-22,11:45:00,Bullish_Vol_Expansion,0.674,0.401
2024-01-22,11:50:00,Bullish_Grind,0.601,0.539
2024-01-22,11:55:00,Sideways_Low_Vol,0.667,0.434
2024-01-22,12:00:00,Sideways_Violent,0.734,0.396
2024-01-22,12:05:00,Sideways_Violent,0.677,0.465
2024-01-22,12:10:00,Sideways_Violent,0.723,0.449
2024-01-22,12:15:00,Vol_Crush,0.697,0.376
2024-01-22,12:20:00,Sideways_Decay,0.601,0.622
2024-01-22,12:25:00,Sideways_Low_Vol,0.696,0.478
2024-01-22,12:30:00,Bearish_Vol_Expansion,0.680,0.403
2024-01-22,12:35:00,Sideways_Low_Vol,0.655,0.451
2024-01-22,12:40:00,Expiry_Pinning,0.601,0.452
2024-01-22,12:45:00,Bullish_Grind,0.664,0.723
2024-01-22,12:50:00,Bullish_Grind,0.648,0.367
2024-01-22,12:55:00,Bearish_Linear_Decay,0.632,0.521
2024-01-22,13:00:00,Bullish_Vol_Expansion,0.738,0.470
2024-01-22,13:05:00,Bullish_Vol_Expansion,0.887,0.602
2024-01-22,13:10:00,Sideways_Violent,0.855,0.575
2024-01-22,13:15:00,Sideways_Decay,0.756,0.352
2024-01-22,13:20:00,Sideways_Decay,0.658,0.504
2024-01-22,13:25:00,Sideways_Decay,0.865,0.534
2024-01-22,13:30:00,Expiry_Pinning,0.713,0.506
2024-01-22,13:35:00,Sideways_Low_Vol,0.925,0.409
2024-01-22,13:40:00,Sideways_Violent,0.729,0.468
2024-01-22,13:45:00,Vol_Crush,0.785,0.738
2024-01-22,13:50:00,Bearish_Vol_Expansion,0.832,0.634
2024-01-22,13:55:00,Bullish_Grind,0.717,0.419
2024-01-22,14:00:00,Bearish_Vol_Expansion,0.863,0.577
2024-01-22,14:05:00,Sideways_Decay,0.697,0.554
2024-01-22,14:10:00,Bullish_Linear_Decay,0.879,0.381
2024-01-22,14:15:00,Sideways_Violent,0.657,0.703
2024-01-22,14:20:00,Sideways_Violent,0.758,0.652
2024-01-22,14:25:00,Vol_Crush,0.730,0.669
2024-01-22,14:30:00,Bullish_Linear_Decay,0.796,0.725
2024-01-22,14:35:00,Breakout_Mode,0.826,0.479
2024-01-22,14:40:00,Bearish_Panic,0.654,0.681
2024-01-22,14:45:00,Expiry_Pinning,0.653,0.659
2024-01-22,14:50:00,Sideways_Decay,0.647,0.657
2024-01-22,14:55:00,Bullish_Vol_Expansion,0.732,0.400
2024-01-22,15:00:00,Breakout_Mode,0.635,0.679
2024-01-22,15:05:00,Bullish_Linear_Decay,0.882,0.705
2024-01-22,15:10:00,Bearish_Panic,0.760,0.369
2024-01-22,15:15:00,Bullish_Grind,0.707,0.405
2024-01-22,15:20:00,Bullish_Linear_Decay,0.732,0.722
2024-01-22,15:25:00,Breakout_Mode,0.629,0.589
2024-01-22,15:30:00,Bearish_Vol_Expansion,0.745,0.386
2024-01-23,09:15:00,Sideways_Low_Vol,0.884,0.631
2024-01-23,09:20:00,Bullish_Linear_Decay,0.730,0.500
2024-01-23,09:25:00,Bearish_Panic,0.887,0.736
2024-01-23,09:30:00,Bullish_Linear_Decay,0.871,0.396
2024-01-23,09:35:00,Bearish_Linear_Decay,0.753,0.378
2024-01-23,09:40:00,Bullish_Linear_Decay,0.873,0.391
2024-01-23,09:45:00,Sideways_Low_Vol,0.803,0.646
2024-01-23,09:50:00,Sideways_Violent,0.788,0.419
2024-01-23,09:55:00,Bearish_Linear_Decay,0.648,0.459
2024-01-23,10:00:00,Bearish_Vol_Expansion,0.643,0.603
2024-01-23,10:05:00,Bearish_Vol_Expansion,0.847,0.402
2024-01-23,10:10:00,Bullish_Vol_Expansion,0.814,0.657
2024-01-23,10:15:00,Sideways_Low_Vol,0.744,0.442
2024-01-23,10:20:00,Sideways_Decay,0.883,0.603
2024-01-23,10:25:00,Bearish_Vol_Expansion,0.784,0.358
2024-01-23,10:30:00,Sideways_Decay,0.744,0.547
2024-01-23,10:35:00,Bearish_Vol_Expansion,0.857,0.705
2024-01-23,10:40:00,Sideways_Violent,0.821,0.380
2024-01-23,10:45:00,Sideways_Decay,0.879,0.407
2024-01-23,10:50:00,Sideways_Low_Vol,0.925,0.380
2024-01-23,10:55:00,Breakout_Mode,0.682,0.413
2024-01-23,11:00:00,Bearish_Linear_Decay,0.633,0.625
2024-01-23,11:05:00,Sideways_Decay,0.920,0.402
2024-01-23,11:10:00,Bearish_Vol_Expansion,0.676,0.532
2024-01-23,11:15:00,Bearish_Vol_Expansion,0.770,0.604
2024-01-23,11:20:00,Sideways_Decay,0.681,0.619
2024-01-23,11:25:00,Expiry_Pinning,0.767,0.418
2024-01-23,11:30:00,Sideways_Decay,0.631,0.722
2024-01-23,11:35:00,Vol_Crush,0.838,0.625
2024-01-23,11:40:00,Bullish_Linear_Decay,0.637,0.471
2024-01-23,11:45:00,Breakout_Mode,0.663,0.537
2024-01-23,11:50:00,Vol_Crush,0.757,0.696
2024-01-23,11:55:00,Sideways_Low_Vol,0.709,0.512
2024-01-23,12:00:00,Sideways_Decay,0.713,0.687
2024-01-23,12:05:00,Sideways_Violent,0.822,0.512
2024-01-23,12:10:00,Bullish_Vol_Expansion,0.841,0.395
2024-01-23,12:15:00,Bearish_Linear_Decay,0.877,0.697
2024-01-23,12:20:00,Bullish_Grind,0.832,0.409
2024-01-23,12:25:00,Bearish_Vol_Expansion,0.722,0.655
2024-01-23,12:30:00,Bearish_Vol_Expansion,0.864,0.607
2024-01-23,12:35:00,Sideways_Violent,0.824,0.731
2024-01-23,12:40:00,Expiry_Pinning,0.681,0.497
2024-01-23,12:45:00,Expiry_Pinning,0.922,0.585
2024-01-23,12:50:00,Bullish_Linear_Decay,0.837,0.676
2024-01-23,12:55:00,Bullish_Vol_Expansion,0.821,0.571
2024-01-23,13:00:00,Sideways_Violent,0.737,0.728
2024-01-23,13:05:00,Bearish_Panic,0.607,0.378
2024-01-23,13:10:00,Expiry_Pinning,0.805,0.400
2024-01-23,13:15:00,Sideways_Low_Vol,0.681,0.562
2024-01-23,13:20:00,Bullish_Linear_Decay,0.929,0.420
2024-01-23,13:25:00,Bearish_Vol_Expansion,0.630,0.633
2024-01-23,13:30:00,Sideways_Violent,0.944,0.656
2024-01-23,13:35:00,Sideways_Decay,0.752,0.432
2024-01-23,13:40:00,Bearish_Vol_Expansion,0.801,0.416
2024-01-23,13:45:00,Bullish_Vol_Expansion,0.946,0.705
2024-01-23,13:50:00,Sideways_Violent,0.701,0.374
2024-01-23,13:55:00,Bullish_Vol_Expansion,0.724,0.405
2024-01-23,14:00:00,Bullish_Linear_Decay,0.609,0.519
2024-01-23,14:05:00,Expiry_Pinning,0.728,0.607
2024-01-23,14:10:00,Bullish_Vol_Expansion,0.692,0.593
2024-01-23,14:15:00,Sideways_Low_Vol,0.689,0.356
2024-01-23,14:20:00,Bullish_Grind,0.824,0.712
2024-01-23,14:25:00,Bearish_Vol_Expansion,0.746,0.660
2024-01-23,14:30:00,Sideways_Low_Vol,0.731,0.410
2024-01-23,14:35:00,Bearish_Vol_Expansion,0.625,0.629
2024-01-23,14:40:00,Breakout_Mode,0.830,0.632
2024-01-23,14:45:00,Bearish_Vol_Expansion,0.766,0.391
2024-01-23,14:50:00,Bullish_Vol_Expansion,0.903,0.450
2024-01-23,14:55:00,Bearish_Panic,0.711,0.415
2024-01-23,15:00:00,Bearish_Vol_Expansion,0.653,0.711
2024-01-23,15:05:00,Bearish_Linear_Decay,0.632,0.477
2024-01-23,15:10:00,Bullish_Linear_Decay,0.719,0.360
2024-01-23,15:15:00,Vol_Crush,0.661,0.398
2024-01-23,15:20:00,Bearish_Linear_Decay,0.799,0.693
2024-01-23,15:25:00,Sideways_Decay,0.699,0.410
2024-01-23,15:30:00,Bullish_Grind,0.673,0.555
2024-01-24,09:15:00,Vol_Crush,0.795,0.476
2024-01-24,09:20:00,Expiry_Pinning,0.852,0.513
2024-01-24,09:25:00,Breakout_Mode,0.822,0.524
2024-01-24,09:30:00,Sideways_Low_Vol,0.809,0.624
2024-01-24,09:35:00,Bullish_Grind,0.938,0.632
2024-01-24,09:40:00,Bullish_Vol_Expansion,0.746,0.565
2024-01-24,09:45:00,Bearish_Vol_Expansion,0.627,0.452
2024-01-24,09:50:00,Bullish_Linear_Decay,0.820,0.463
2024-01-24,09:55:00,Sideways_Violent,0.733,0.505
2024-01-24,10:00:00,Sideways_Low_Vol,0.780,0.611
2024-01-24,10:05:00,Sideways_Low_Vol,0.695,0.734
2024-01-24,10:10:00,Sideways_Decay,0.835,0.505
2024-01-24,10:15:00,Bearish_Panic,0.717,0.617
2024-01-24,10:20:00,Expiry_Pinning,0.651,0.697
2024-01-24,10:25:00,Bearish_Linear_Decay,0.801,0.734
2024-01-24,10:30:00,Bullish_Vol_Expansion,0.704,0.486
2024-01-24,10:35:00,Sideways_Violent,0.808,0.415
2024-01-24,10:40:00,Sideways_Decay,0.851,0.461
2024-01-24,10:45:00,Bullish_Vol_Expansion,0.744,0.469
2024-01-24,10:50:00,Sideways_Low_Vol,0.726,0.610
2024-01-24,10:55:00,Expiry_Pinning,0.609,0.666
2024-01-24,11:00:00,Sideways_Violent,0.843,0.378
2024-01-24,11:05:00,Expiry_Pinning,0.600,0.644
2024-01-24,11:10:00,Sideways_Low_Vol,0.644,0.437
2024-01-24,11:15:00,Bearish_Panic,0.731,0.410
2024-01-24,11:20:00,Expiry_Pinning,0.839,0.495
2024-01-24,11:25:00,Bullish_Grind,0.797,0.521
2024-01-24,11:30:00,Vol_Crush,0.888,0.378
2024-01-24,11:35:00,Bullish_Grind,0.718,0.715
2024-01-24,11:40:00,Bullish_Grind,0.894,0.688
2024-01-24,11:45:00,Bullish_Vol_Expansion,0.867,0.563
2024-01-24,11:50:00,Sideways_Violent,0.888,0.627
2024-01-24,11:55:00,Bullish_Vol_Expansion,0.830,0.372
2024-01-24,12:00:00,Bearish_Vol_Expansion,0.745,0.477
2024-01-24,12:05:00,Bearish_Linear_Decay,0.648,0.666
2024-01-24,12:10:00,Sideways_Violent,0.773,0.448
2024-01-24,12:15:00,Sideways_Violent,0.871,0.640
2024-01-24,12:20:00,Bullish_Vol_Expansion,0.776,0.418
2024-01-24,12:25:00,Bearish_Vol_Expansion,0.686,0.694
2024-01-24,12:30:00,Breakout_Mode,0.611,0.591
2024-01-24,12:35:00,Bearish_Linear_Decay,0.863,0.504
2024-01-24,12:40:00,Bullish_Linear_Decay,0.935,0.622
2024-01-24,12:45:00,Bullish_Grind,0.742,0.470
2024-01-24,12:50:00,Vol_Crush,0.922,0.400
2024-01-24,12:55:00,Vol_Crush,0.802,0.692
2024-01-24,13:00:00,Expiry_Pinning,0.613,0.480
2024-01-24,13:05:00,Bearish_Panic,0.664,0.377
2024-01-24,13:10:00,Breakout_Mode,0.601,0.675
2024-01-24,13:15:00,Bullish_Linear_Decay,0.821,0.633
2024-01-24,13:20:00,Vol_Crush,0.613,0.499
2024-01-24,13:25:00,Sideways_Decay,0.676,0.572
2024-01-24,13:30:00,Sideways_Violent,0.645,0.678
2024-01-24,13:35:00,Sideways_Violent,0.658,0.450
2024-01-24,13:40:00,Vol_Crush,0.756,0.538
2024-01-24,13:45:00,Bullish_Vol_Expansion,0.806,0.692
2024-01-24,13:50:00,Sideways_Decay,0.619,0.664
2024-01-24,13:55:00,Sideways_Low_Vol,0.914,0.729
2024-01-24,14:00:00,Bearish_Vol_Expansion,0.639,0.540
2024-01-24,14:05:00,Bullish_Vol_Expansion,0.830,0.651
2024-01-24,14:10:00,Breakout_Mode,0.838,0.512
2024-01-24,14:15:00,Bearish_Linear_Decay,0.846,0.366
2024-01-24,14:20:00,Bearish_Vol_Expansion,0.774,0.408
2024-01-24,14:25:00,Sideways_Violent,0.922,0.626
2024-01-24,14:30:00,Expiry_Pinning,0.788,0.714
2024-01-24,14:35:00,Sideways_Violent,0.848,0.465
2024-01-24,14:40:00,Breakout_Mode,0.670,0.694
2024-01-24,14:45:00,Bearish_Linear_Decay,0.882,0.605
2024-01-24,14:50:00,Expiry_Pinning,0.943,0.629
2024-01-24,14:55:00,Vol_Crush,0.818,0.431
2024-01-24,15:00:00,Vol_Crush,0.722,0.363
2024-01-24,15:05:00,Bullish_Vol_Expansion,0.620,0.523
2024-01-24,15:10:00,Sideways_Decay,0.667,0.663
2024-01-24,15:15:00,Bullish_Linear_Decay,0.916,0.397
2024-01-24,15:20:00,Bullish_Grind,0.761,0.632
2024-01-24,15:25:00,Sideways_Decay,0.691,0.745
2024-01-24,15:30:00,Sideways_Decay,0.779,0.734
2024-01-25,09:15:00,Sideways_Violent,0.714,0.650
2024-01-25,09:20:00,Sideways_Decay,0.754,0.382
2024-01-25,09:25:00,Bearish_Vol_Expansion,0.727,0.523
2024-01-25,09:30:00,Bearish_Vol_Expansion,0.605,0.493
2024-01-25,09:35:00,Breakout_Mode,0.610,0.448
2024-01-25,09:40:00,Bullish_Linear_Decay,0.783,0.676
2024-01-25,09:45:00,Bearish_Panic,0.858,0.539
2024-01-25,09:50:00,Sideways_Decay,0.879,0.578
2024-01-25,09:55:00,Breakout_Mode,0.609,0.355
2024-01-25,10:00:00,Breakout_Mode,0.604,0.379
2024-01-25,10:05:00,Bearish_Vol_Expansion,0.918,0.528
2024-01-25,10:10:00,Sideways_Decay,0.680,0.547
2024-01-25,10:15:00,Bullish_Linear_Decay,0.843,0.354
2024-01-25,10:20:00,Vol_Crush,0.625,0.382
2024-01-25,10:25:00,Vol_Crush,0.603,0.687
2024-01-25,10:30:00,Bullish_Linear_Decay,0.862,0.657
2024-01-25,10:35:00,Sideways_Violent,0.866,0.415
2024-01-25,10:40:00,Bearish_Linear_Decay,0.851,0.734
2024-01-25,10:45:00,Vol_Crush,0.716,0.358
2024-01-25,10:50:00,Sideways_Decay,0.728,0.639
2024-01-25,10:55:00,Sideways_Decay,0.722,0.660
2024-01-25,11:00:00,Sideways_Violent,0.789,0.694
2024-01-25,11:05:00,Sideways_Decay,0.856,0.626
2024-01-25,11:10:00,Breakout_Mode,0.627,0.398
2024-01-25,11:15:00,Expiry_Pinning,0.621,0.575
2024-01-25,11:20:00,Sideways_Violent,0.861,0.377
2024-01-25,11:25:00,Sideways_Violent,0.660,0.749
2024-01-25,11:30:00,Bullish_Vol_Expansion,0.670,0.509
2024-01-25,11:35:00,Vol_Crush,0.617,0.731
2024-01-25,11:40:00,Bullish_Vol_Expansion,0.861,0.394
2024-01-25,11:45:00,Expiry_Pinning,0.653,0.689
2024-01-25,11:50:00,Sideways_Violent,0.606,0.584
2024-01-25,11:55:00,Bearish_Vol_Expansion,0.741,0.472
2024-01-25,12:00:00,Sideways_Violent,0.866,0.433
2024-01-25,12:05:00,Expiry_Pinning,0.638,0.565
2024-01-25,12:10:00,Breakout_Mode,0.937,0.355
2024-01-25,12:15:00,Vol_Crush,0.643,0.415
2024-01-25,12:20:00,Expiry_Pinning,0.868,0.691
2024-01-25,12:25:00,Sideways_Violent,0.839,0.683
2024-01-25,12:30:00,Sideways_Violent,0.914,0.460
2024-01-25,12:35:00,Bearish_Panic,0.886,0.507
2024-01-25,12:40:00,Sideways_Low_Vol,0.906,0.450
2024-01-25,12:45:00,Bearish_Vol_Expansion,0.869,0.394
2024-01-25,12:50:00,Sideways_Low_Vol,0.667,0.586
2024-01-25,12:55:00,Bearish_Panic,0.886,0.423
2024-01-25,13:00:00,Bullish_Grind,0.846,0.658
2024-01-25,13:05:00,Bearish_Vol_Expansion,0.610,0.564
2024-01-25,13:10:00,Bearish_Panic,0.938,0.561
2024-01-25,13:15:00,Bearish_Linear_Decay,0.710,0.417
2024-01-25,13:20:00,Bullish_Vol_Expansion,0.691,0.398
2024-01-25,13:25:00,Bearish_Vol_Expansion,0.939,0.467
2024-01-25,13:30:00,Bearish_Panic,0.922,0.618
2024-01-25,13:35:00,Sideways_Low_Vol,0.755,0.653
2024-01-25,13:40:00,Bearish_Panic,0.879,0.634
2024-01-25,13:45:00,Bearish_Linear_Decay,0.863,0.404
2024-01-25,13:50:00,Breakout_Mode,0.677,0.677
2024-01-25,13:55:00,Bullish_Grind,0.765,0.360
2024-01-25,14:00:00,Sideways_Violent,0.663,0.436
2024-01-25,14:05:00,Sideways_Decay,0.620,0.583
2024-01-25,14:10:00,Expiry_Pinning,0.932,0.530
2024-01-25,14:15:00,Vol_Crush,0.788,0.449
2024-01-25,14:20:00,Bullish_Grind,0.646,0.469
2024-01-25,14:25:00,Bullish_Grind,0.732,0.398
2024-01-25,14:30:00,Breakout_Mode,0.795,0.447
2024-01-25,14:35:00,Bullish_Vol_Expansion,0.761,0.617
2024-01-25,14:40:00,Bullish_Linear_Decay,0.634,0.398
2024-01-25,14:45:00,Sideways_Low_Vol,0.764,0.482
2024-01-25,14:50:00,Bullish_Grind,0.869,0.717
2024-01-25,14:55:00,Sideways_Decay,0.893,0.577
2024-01-25,15:00:00,Sideways_Low_Vol,0.809,0.384
2024-01-25,15:05:00,Bearish_Linear_Decay,0.868,0.656
2024-01-25,15:10:00,Bearish_Panic,0.873,0.464
2024-01-25,15:15:00,Bullish_Grind,0.703,0.597
2024-01-25,15:20:00,Sideways_Violent,0.704,0.413
2024-01-25,15:25:00,Sideways_Low_Vol,0.940,0.385
2024-01-25,15:30:00,Sideways_Violent,0.819,0.595
2024-01-26,09:15:00,Bullish_Grind,0.741,0.461
2024-01-26,09:20:00,Bearish_Linear_Decay,0.931,0.427
2024-01-26,09:25:00,Breakout_Mode,0.698,0.607
2024-01-26,09:30:00,Bearish_Vol_Expansion,0.943,0.556
2024-01-26,09:35:00,Sideways_Low_Vol,0.677,0.350
2024-01-26,09:40:00,Bullish_Vol_Expansion,0.887,0.681
2024-01-26,09:45:00,Bullish_Grind,0.902,0.419
2024-01-26,09:50:00,Bearish_Linear_Decay,0.660,0.359
2024-01-26,09:55:00,Bullish_Grind,0.892,0.442
2024-01-26,10:00:00,Bearish_Panic,0.898,0.706
2024-01-26,10:05:00,Sideways_Low_Vol,0.776,0.404
2024-01-26,10:10:00,Bullish_Grind,0.619,0.533
2024-01-26,10:15:00,Bullish_Vol_Expansion,0.660,0.401
2024-01-26,10:20:00,Bullish_Grind,0.732,0.691
2024-01-26,10:25:00,Bearish_Vol_Expansion,0.665,0.467
2024-01-26,10:30:00,Sideways_Low_Vol,0.604,0.480
2024-01-26,10:35:00,Bearish_Panic,0.620,0.537
2024-01-26,10:40:00,Bearish_Vol_Expansion,0.831,0.422
2024-01-26,10:45:00,Bullish_Linear_Decay,0.711,0.739
2024-01-26,10:50:00,Expiry_Pinning,0.864,0.451
2024-01-26,10:55:00,Vol_Crush,0.611,0.401
2024-01-26,11:00:00,Breakout_Mode,0.825,0.745
2024-01-26,11:05:00,Bullish_Linear_Decay,0.676,0.465
2024-01-26,11:10:00,Vol_Crush,0.670,0.452
2024-01-26,11:15:00,Bullish_Vol_Expansion,0.770,0.622
2024-01-26,11:20:00,Sideways_Decay,0.727,0.663
2024-01-26,11:25:00,Bearish_Vol_Expansion,0.819,0.551
2024-01-26,11:30:00,Breakout_Mode,0.881,0.489
2024-01-26,11:35:00,Bearish_Vol_Expansion,0.829,0.527
2024-01-26,11:40:00,Bullish_Vol_Expansion,0.684,0.680
2024-01-26,11:45:00,Bullish_Vol_Expansion,0.764,0.551
2024-01-26,11:50:00,Sideways_Decay,0.694,0.736
2024-01-26,11:55:00,Bearish_Linear_Decay,0.676,0.391
2024-01-26,12:00:00,Vol_Crush,0.695,0.545
2024-01-26,12:05:00,Bearish_Panic,0.693,0.424
2024-01-26,12:10:00,Sideways_Decay,0.826,0.701
2024-01-26,12:15:00,Bearish_Linear_Decay,0.734,0.604
2024-01-26,12:20:00,Expiry_Pinning,0.917,0.402
2024-01-26,12:25:00,Expiry_Pinning,0.754,0.411
2024-01-26,12:30:00,Bullish_Linear_Decay,0.646,0.498
2024-01-26,12:35:00,Bullish_Linear_Decay,0.887,0.354
2024-01-26,12:40:00,Bearish_Linear_Decay,0.861,0.608
2024-01-26,12:45:00,Bullish_Linear_Decay,0.667,0.642
2024-01-26,12:50:00,Sideways_Decay,0.813,0.447
2024-01-26,12:55:00,Breakout_Mode,0.765,0.731
2024-01-26,13:00:00,Sideways_Decay,0.932,0.709
2024-01-26,13:05:00,Bearish_Vol_Expansion,0.706,0.421
2024-01-26,13:10:00,Breakout_Mode,0.801,0.516
2024-01-26,13:15:00,Sideways_Violent,0.834,0.416
2024-01-26,13:20:00,Breakout_Mode,0.746,0.573
2024-01-26,13:25:00,Expiry_Pinning,0.659,0.357
2024-01-26,13:30:00,Sideways_Low_Vol,0.716,0.428
2024-01-26,13:35:00,Breakout_Mode,0.857,0.574
2024-01-26,13:40:00,Bullish_Linear_Decay,0.889,0.460
2024-01-26,13:45:00,Sideways_Low_Vol,0.672,0.590
2024-01-26,13:50:00,Bearish_Linear_Decay,0.780,0.636
2024-01-26,13:55:00,Sideways_Decay,0.679,0.359
2024-01-26,14:00:00,Bearish_Linear_Decay,0.744,0.469
2024-01-26,14:05:00,Bearish_Linear_Decay,0.865,0.455
2024-01-26,14:10:00,Bullish_Vol_Expansion,0.926,0.583
2024-01-26,14:15:00,Sideways_Decay,0.676,0.689
2024-01-26,14:20:00,Vol_Crush,0.864,0.443
2024-01-26,14:25:00,Bullish_Vol_Expansion,0.654,0.678
2024-01-26,14:30:00,Expiry_Pinning,0.931,0.499
2024-01-26,14:35:00,Bullish_Linear_Decay,0.799,0.536
2024-01-26,14:40:00,Sideways_Violent,0.756,0.743
2024-01-26,14:45:00,Bullish_Grind,0.824,0.427
2024-01-26,14:50:00,Bullish_Linear_Decay,0.751,0.742
2024-01-26,14:55:00,Breakout_Mode,0.859,0.707
2024-01-26,15:00:00,Bearish_Panic,0.886,0.700
2024-01-26,15:05:00,Sideways_Violent,0.933,0.372
2024-01-26,15:10:00,Bearish_Vol_Expansion,0.802,0.668
2024-01-26,15:15:00,Sideways_Low_Vol,0.892,0.501
2024-01-26,15:20:00,Bearish_Panic,0.901,0.441
2024-01-26,15:25:00,Vol_Crush,0.775,0.398
2024-01-26,15:30:00,Sideways_Decay,0.649,0.452
2024-01-29,09:15:00,Bearish_Linear_Decay,0.601,0.604
2024-01-29,09:20:00,Bearish_Linear_Decay,0.871,0.393
2024-01-29,09:25:00,Bullish_Vol_Expansion,0.748,0.642
2024-01-29,09:30:00,Expiry_Pinning,0.888,0.354
2024-01-29,09:35:00,Expiry_Pinning,0.892,0.465
2024-01-29,09:40:00,Bearish_Vol_Expansion,0.748,0.589
2024-01-29,09:45:00,Bullish_Linear_Decay,0.732,0.699
2024-01-29,09:50:00,Breakout_Mode,0.612,0.705
2024-01-29,09:55:00,Bullish_Grind,0.871,0.351
2024-01-29,10:00:00,Bullish_Grind,0.696,0.581
2024-01-29,10:05:00,Bearish_Linear_Decay,0.845,0.645
2024-01-29,10:10:00,Breakout_Mode,0.873,0.589
2024-01-29,10:15:00,Bullish_Vol_Expansion,0.941,0.543
2024-01-29,10:20:00,Bearish_Vol_Expansion,0.862,0.502
2024-01-29,10:25:00,Breakout_Mode,0.903,0.615
2024-01-29,10:30:00,Sideways_Decay,0.703,0.528
2024-01-29,10:35:00,Expiry_Pinning,0.886,0.689
2024-01-29,10:40:00,Sideways_Low_Vol,0.769,0.466
2024-01-29,10:45:00,Vol_Crush,0.657,0.564
2024-01-29,10:50:00,Expiry_Pinning,0.757,0.531
2024-01-29,10:55:00,Bearish_Panic,0.810,0.512
2024-01-29,11:00:00,Bearish_Vol_Expansion,0.671,0.621
2024-01-29,11:05:00,Bullish_Linear_Decay,0.910,0.455
2024-01-29,11:10:00,Bearish_Linear_Decay,0.770,0.455
2024-01-29,11:15:00,Breakout_Mode,0.632,0.567
2024-01-29,11:20:00,Sideways_Violent,0.851,0.407
2024-01-29,11:25:00,Bullish_Vol_Expansion,0.718,0.711
2024-01-29,11:30:00,Sideways_Decay,0.668,0.382
2024-01-29,11:35:00,Bearish_Linear_Decay,0.936,0.459
